asset_id,dev_eui,join_eui,app_key
UNIT-0032,464C581FA9856CAC,42B8A7AB563C7BEC,196C83D12A88D9000E8039BF910ED680
UNIT-0033,464C58C79235A6AC,82D15995F99EB2A2,7F37C7EA4C438C272062F76A756D9497
UNIT-0034,464C58ACE986A8B9,A6BA7FDD18BEF952,AECD1D81D323E34518C39E68CA9A7D9F
UNIT-0035,464C58C43075601D,869AFC2CD4A42B39,7123684B9EE16B23F63654C3AF3C0631
UNIT-0036,464C588A04BF5771,4203B1F7A064FA64,6A94FAFD37B20C62D6AE568F71CEB2A6
UNIT-0037,464C5858E1916788,32292507DBA5040F,0A2C6825DD13F3E284ED56D13DA55E30
UNIT-0038,464C58812FA0ACE6,6A0E539B4B75977A,E815A3C6797732C8524737E55CAE8E41
UNIT-0039,464C58BD6494A5EE,223786AFBD86550D,220B322B2E04AE3E5CD1C2BC23C3A21B
UNIT-0040,464C58A7C803D925,7A5277FB7098E435,5C0D68C434894849A622B8C61E6AD4F2
UNIT-0041,464C583B0C98E2A8,923E9D0304789EFC,93608DCF5EBA337E445A52306BBFE9E6
UNIT-0042,464C588F47CA18E1,7A81B57421DB31D0,59AD9032519110116D2AD27BA33A7241
UNIT-0043,464C583BD7FC5EBB,C6419B3DDB02B7E6,D9D0DE267BD6E668E5ECE61B4C0BD33D
UNIT-0044,464C5865B0C05D00,6E70D82EF8CA368D,8321EB837EF4EE3A0847AA5405D04A46
UNIT-0045,464C583AD8228EA1,16C68BCB1C01B9D9,69E8BD083D44589965EA46763AFFBF68
UNIT-0046,464C587D2C64A621,B66967983D520C24,82BB329FEFBDF8E83B9EF449DB9B8BFA
UNIT-0047,464C58F3AC3E9558,8683712AA42EEDC4,286D398BBF41797836456E522C9CE83F
UNIT-0048,464C584924141FCB,5E0A58A29311AAFB,83EBAFFB81285392C402AF57CE820FA9
UNIT-0049,464C58F47CED2955,A6F9DB2C46F7AE8B,EF60949BE2821DB3874154A0C3DB4ABB
UNIT-0050,464C584F701B7A40,42C2BB35A8DE16AF,6A56BFD866F5357783EBA50A43BA9CA1
UNIT-0051,464C58DA4390EE1B,22F8C42FCC1BFF5F,04FAB966CB723D4C78B9CCC61AEAA344
UNIT-0052,464C58A0F1F0844C,867384BBFA967614,84E6993D6744FDEA4A5F4A5BD214CD11
UNIT-0053,464C582943760764,22F48430E952C606,82D5EFF8F7815D6EFA7CDA877DF86CE6
UNIT-0054,464C58C9C119F50E,F2A8DD5064363F96,4C7EDEC931EB2378BA7B5E95E3D556C4
UNIT-0055,464C58B024427CDB,2ACB0BD794F982F6,84E327B5DFCFCADEA5D1A18A3BD235C1
UNIT-0056,464C5828F06C2771,AA0BAF769C1972C1,A3E108A098DBE13776CA88E0A0BEAC26
UNIT-0057,464C58B86BED35EF,062F6E4DEC3CB0AD,738873A360FFBE39B9ECB969F96C3D34
UNIT-0058,464C58B93A1BFC9F,46C59245BF6E2FA5,F75704C57034A280B816BE4D568E8CD8
UNIT-0059,464C58A93923FDC7,8E5C62E793C0107A,95FCDE29BF830D55643069D2D677414E
UNIT-0060,464C58D01A7E8635,726A61E047B8A9BF,B72A18F0938A2654716887CB899EF6C4
UNIT-0061,464C58E56AFD27F0,CAC52640A6F305D9,85B3DC65EF12A291CFE0BC82AF483434
UNIT-0062,464C58729543B85A,CA2A268E313010A2,D8D410D665531D1196A43867EB65D71E
UNIT-0063,464C588230BF2695,EA9B18C0A8075BFA,8182C5CC7695A47AB12654050AC0DBF4
UNIT-0064,464C58A708804689,1A28AA40E41A666E,84A57BB632D4002F87AD78B1D025B81C
UNIT-0065,464C58B0BA497970,5AD3340C7727E9BF,32B9865AEC148D073B815A9AE98B024A
UNIT-0066,464C5821048C21F2,02AADDB8D1B4ED90,3FF53032A9BAF9BBB9B7818061D5E707
UNIT-0067,464C5864677811AE,8E3C8A04EE8F5C32,76CF5FD96074B3331505AF11FD76F13B
UNIT-0068,464C58212BECA0C9,DE5667B212D8DAED,387D9E47FCD6AAB9D907C79CA46E8555
UNIT-0069,464C588331E7ED53,F2C4CBCB8569AE56,8ECCB10FF79E00AF51ADC198403B71C5
UNIT-0070,464C58582A2A0607,6A8DCF873811F7E6,2A113C4E95DAFE6DCC5BFCE8E09CD8B3
UNIT-0071,464C58E2BC843022,4E04FFDACC43E8CB,98D6B6DA9247243E05BA71E0831AAD43
UNIT-0072,464C584ACE5DE9FA,1ED63D7E98BF7163,7603BBE474AB35A523143B5B0C45FFBC
UNIT-0073,464C581EB35F8700,3267632E4A5E2090,876544B57FF571EA0DA0A966ADF21A5A
UNIT-0074,464C58F3D6EEFC65,46DC27D317300D9B,DFC975E844761C4BF162D060C2DCC809
UNIT-0075,464C58473D56A421,7E76BAD8F1E203DA,747CE6209BCCA6AC50B29C173F9F5C34
UNIT-0076,464C586F001DB229,BEF6AD24570D3697,DF48B6B737E5327B1C173F343E11C102
UNIT-0077,464C584C7966D14A,B20A41C0D0945BCD,53D3CC98C68B1375C95EBD1A0B8D3EC4
UNIT-0078,464C58990A9D6C13,5A5B9E370F5B15B5,B37F23820CD8D75367AA1F42B945ADA2
UNIT-0079,464C58034805910A,BEA445873DFFE8CD,39A351D978AEB11E2FC365A3E3A3814C
UNIT-0080,464C5814D677ADEC,D61FA340A4347882,4F7711CE1E020274001B887550B02838
UNIT-0081,464C58D30F7F8C0B,2EE281809C4A153F,7C93F857082AA8321C7DBB7BB437184D
UNIT-0082,464C58449851CD5F,A2341ADC1839CB88,C4F1AD525ED14CF61AAE36CD6ED97D88
UNIT-0083,464C58D66174ED79,3AABC2117ABD558E,4D013929BAFC1C6EFF78CB918E30AE15
UNIT-0084,464C58E4D668BE7F,FECA69A3CD9AF675,C958F5A3390D9AC050B1446CCD6BC241
UNIT-0085,464C587468D9A721,0AE6B6ABD1761832,F146ED51DE20CD9CEE52E6A864756FA6
UNIT-0086,464C58780B591563,E2B3FF681ACAD4AC,69412E19AAD8F1D3EF2A4058A8FA19B6
UNIT-0087,464C584ECFEE70C9,9611280242E6EB33,D8575634B64709ABC7124D638D7B35F3
UNIT-0088,464C583DF6EFF5CE,A6C644732719C740,29D59FEE8E3B226BB2B067630036D44B
UNIT-0089,464C58F76D858E66,D2CA91FBAB4E35A3,51D31F03BF8EFF612684B0FA51BBF5A8
UNIT-0090,464C58C20FFE971D,963001E2D95AE5B9,6119C01C460DA70E0C7548A989E7CBC6
UNIT-0091,464C589BF27C7692,8E569C66B1716661,87D265B3E4DC14B9F3BC829848BB1A4B
UNIT-0092,464C5858933FCF08,2215D0C5ADA32501,1BAAE32A42E384BCE2C83B769949F5A4
UNIT-0093,464C58D80864F311,1AE00CED39B5D81B,E18A7C738938B4846235F8AE424945C4
UNIT-0094,464C5849C30B7E52,BA3CD5719455AC64,77A2AFA17427F97C7E9561EDAFD6195F
UNIT-0095,464C58600EAD1D82,6ECC748B16EFAD74,CBFD9437A847FE63C8E8E039A48A3D0F
UNIT-0096,464C58054B2977B4,F2E468C8A3B8D0D7,DDBDF0AE29275C3FBE92B32522950294
UNIT-0097,464C580855E09724,DAC248FE735898ED,62256FE12A3AD1B857CBDB7CC05CC3EC
UNIT-0098,464C583BCF3D1205,0A5D3CDD7D7514E6,9DE3926641676FD89A6FDAF534081A11
UNIT-0099,464C587564E716E7,FA1D699BEE3F8284,50A36B4C42D7D0CA0A053042AA43B459
UNIT-0100,464C58EB295227B8,66DB42E601C3F48D,40AE297ED6AEC856ACE7E091FA502E21
UNIT-0101,464C5889A43B9D0C,2E01D809189443D8,35FC729730EDC030F8119D481F030B85
UNIT-0102,464C582BAE0F9262,6608F4DCCD708F20,2B8D152979EB8DAAAA441B4AE96C3EA8
UNIT-0103,464C58BE56B6D76D,466007D5820F2294,EFF33D3CA7ABEFAC989F4A31461F470D
UNIT-0104,464C58E959C50DB9,E284B02D7C7B0EAF,590C8D38F8EF6C7BD3DBC57964F03A4F
UNIT-0105,464C58182D8C9AF8,22A14FDF7155F82A,C1EA64E7CD6B8ED8CF07BC268A50724C
UNIT-0106,464C58D5BD6D1472,265C88B311576324,C6F52B5DF54FF37DC78765E0635F594B
UNIT-0107,464C5861126E2BFE,9EEC7E44D69E3CC8,F75725754F8FE306C277DE0C9337E875
UNIT-0108,464C58C7D0486DD6,F21DDE8EB3A4ADAB,05F4D0F5C0A975962062D632FE4C9E05
UNIT-0109,464C585F65C70117,A67F4B389E78E343,04BDF65B2DD75FE299E88CC93C712DA4
UNIT-0110,464C5878FA51E15C,CA055EF9E5038E17,EC3536FF65A288ADE9D9CD88BF89DF79
UNIT-0111,464C582548DE2B08,82B53FACE76BB432,B3EE7483BA592CB3A9CA54377F05A6A1
UNIT-0112,464C58BB802D7273,A681E041D7FC5EA4,38CA90F9A2FF4642172AA71208B3898C
UNIT-0113,464C58E804E1864A,FE38C5EE4C15EBF1,0F2F29C5C740ED21C6A8D5B3D1124CF6
UNIT-0114,464C58874239BDFF,6E45A9C8BD10340F,1482CCDE6FAFF0EF7B77089C1CDC7E7D
UNIT-0115,464C585D18467F7D,7A1D57435BADF0E3,E201B6AFA9074F3E960121AD6D4A1FF9
UNIT-0116,464C586B57F802E5,0A5AE5526A3E65F6,7048E5A566E6BD8E12E4355CDE42FB59
UNIT-0117,464C58E115657A59,5AB707556D73D67C,C2A506520D3699CF4BA19A70F896CEE5
UNIT-0118,464C5807A501C5B7,A6E1DEAE3B69EE3B,C5FA27B621493A3A2A23AA4042A2CF9B
UNIT-0119,464C582059044B3B,5E7002CF45F6126C,FF6EAECB1B40A6E70A727CF15BA1C4D6
UNIT-0120,464C58AC36D21411,8E35F198870E1865,223DF00F40A897BD072DF465C140EDCF
UNIT-0121,464C587EB5C1E8B2,32DB9D650419221C,3CF6563149971CDA0FC924DF0A877D5A
UNIT-0122,464C5896A8AC874B,DE60984B12D4AF5A,79AA6E4A620DFEF6C5432AA86D142EFF
UNIT-0123,464C584427CB702B,B6764C7D4F85C3F0,501B9966377F9F09EBDFB03EA4714DF7
UNIT-0124,464C5889D47830A4,9AE2F70615E15EF8,4228C9EA1DE2D9C1ABFE012760340BF8
UNIT-0125,464C58E66F8826E0,669E8864C1316320,71537F09249ACE808DAE3E15AC4C6654
UNIT-0126,464C58212A778DE5,E627B6F412F96481,F8CC14FF61222716F25B084FA74C088E
UNIT-0127,464C58C510C466F2,A26F759646E3528A,B22C134E5D45B9E8E9340D139D50D5C4
UNIT-0128,464C580497AB6DFF,CEFE18D2FCE65110,2003302EDBA6DBAAED0E02EF58500577
UNIT-0129,464C58F2AC67D9F2,3EF538D4A800A599,24141EFCEFC2752DD0888D839EBF07C4
UNIT-0130,464C586F7CA6E310,729D4925269C014B,E7A25AA50EFD282D51C564AAE8E55ADF
UNIT-0131,464C58AEDE42D954,9288730EFFBDFA12,F1F165FFC8B6FDA9FBC1EBA198A4F50E
UNIT-0132,464C586F151C1921,B2ED9ECB1E8BD2BF,30A401055BB09E692A3CC28A110D7845
UNIT-0133,464C587F5B1E173D,F6CE9EE68461558F,4902102F8157BE962348551C35FEA648
UNIT-0134,464C58C12C6503F5,02502B7D13D7270B,6B1817FB017D76001295A555680F53E1
UNIT-0135,464C583C69519D10,7EE1B56FBD6C12BE,F804C815EA60D9E95826246F72CFB09A
UNIT-0136,464C588E3BD57C76,12176A3C4064E78B,ED557950FBC5CACEF6FAB5E8F0E9B4F0
UNIT-0137,464C58390D887720,26663C5925821668,8B23C08593DB985A750DE4F173607FFA
UNIT-0138,464C583B199DD5C0,22E206AFDB7013BA,F0B3DDCE50E54CEA4DD8B82440DD174D
UNIT-0139,464C589A5DAFEDAD,2288FA890013A56E,808EBA077C0C644BEC104A3F00895AD3
UNIT-0140,464C5845485BF2DA,A2F458A7E6FD7E78,DFB1E82CE8885724C94DF1212F729A28
UNIT-0141,464C58425EC4C359,F6EA17DB3F4712DE,A02630D0D4AAFC68D0764D4E1A4DF536
UNIT-0142,464C5822E1C21FA4,D249DC7E07A152BE,94262081FDE8E453BF48D029DDBD3E33
UNIT-0143,464C583005E654BF,D6EA7DB0782AA831,148A70B433CA21E50EBADF854BF0745A
UNIT-0144,464C582AC06570BF,8ACE42AD2BD7116D,A586D546FE496C8E25926526271719AE
